m2,price,location
107.31,830.0,Xierqi
99.72,310.0,Xierqi
371.03,2799.0,Xierqi
114.22,785.0,Xierqi
231.39,1300.0,Xierqi
53.6,329.0,Xierqi
116.81,599.0,Xierqi
161.53,899.0,Xierqi
146.11,1250.0,Xierqi
54.88,269.0,Xierqi
66.88,549.0,Xierqi
66.88,478.0,Xierqi
140.68,1150.0,Xierqi
89.64,730.0,Xierqi
114.22,785.0,Xierqi
54.88,269.0,Xierqi
213.76,1460.0,Xierqi
66.88,549.0,Xierqi
119.9,660.0,Xierqi
51.39,240.0,Xierqi
225.46,1600.0,Xierqi
216.72,1508.0,Xierqi
54.88,239.0,Xierqi
137.3,860.0,Xierqi
85.08,570.0,Xierqi
52.7,350.0,Xierqi
104.11,780.0,Xierqi
146.5,1395.0,Xierqi
95.06,830.0,Xierqi
308.03,2200.0,Xierqi
66.0,330.0,Xierqi
50.39,279.0,Xierqi
83.28,718.0,Xierqi
88.86,468.0,Xierqi
153.04,1299.0,Xierqi
89.89,399.0,Xierqi
82.57,519.0,Xierqi
111.87,550.0,Xierqi
83.83,328.0,Xierqi
146.11,1250.0,Xierqi
95.0,808.0,Xierqi
182.46,1599.0,Xierqi
68.58,395.0,Xierqi
61.6,278.0,Xierqi
110.99,1049.0,Xierqi
128.21,765.0,Xierqi
114.24,509.0,Xierqi
371.03,2799.0,Xierqi
100.48,835.0,Xierqi
71.1,350.0,Xierqi
61.1,305.0,Xierqi
113.48,630.0,Xierqi
283.33,2650.0,Xierqi
111.87,430.0,Xierqi
122.77,500.0,Xierqi
53.6,329.0,Xierqi
126.2,540.0,Xierqi
86.3,535.0,Xierqi
143.69,1120.0,Xierqi
146.38,1365.0,Xierqi
141.74,1040.0,Xierqi
357.47,2980.0,Xierqi
295.0,3480.0,Xierqi
88.17,380.0,Xierqi
131.85,1050.0,Xierqi
269.57,2900.0,Xierqi
144.29,450.0,Xierqi
96.1,480.0,Xierqi
152.58,1298.0,Xierqi
101.81,450.0,Xierqi
143.69,966.0,Xierqi
57.9,285.0,Xierqi
144.17,1188.0,Xierqi
53.6,329.0,Xierqi
122.77,500.0,Xierqi
71.1,350.0,Xierqi
142.51,1090.0,Xierqi
81.56,599.0,Xierqi
114.5,750.0,Xierqi
85.08,449.0,Xierqi
110.99,1049.0,Xierqi
94.48,615.0,Xierqi
371.03,2799.0,Xierqi
101.81,440.0,Xierqi
86.3,421.0,Xierqi
233.56,2128.0,Xierqi
54.88,269.0,Xierqi
155.52,1359.0,Xierqi
50.39,279.0,Xierqi
88.86,468.0,Xierqi
89.64,730.0,Xierqi
126.67,960.0,Xierqi
308.03,2200.0,Xierqi
99.72,310.0,Xierqi
122.45,550.0,Xierqi
52.7,350.0,Xierqi
71.1,318.0,Xierqi
50.39,279.0,Xierqi
141.74,1040.0,Xierqi
86.3,425.0,Xierqi
158.54,1360.0,Xierqi
96.1,568.0,Xierqi
297.09,2280.0,Xierqi
208.9,1850.0,Xierqi
144.82,558.0,Xierqi
85.08,570.0,Xierqi
