m2,price,location
123,880,Shangdi
119.06,799,Shangdi
54.58,435,Shangdi
62.6,375,Shangdi
80.3,328,Shangdi
135.41,910,Shangdi
177.2,1380,Shangdi
87.3,680,Shangdi
111.57,850,Shangdi
97,1100,Shangdi
44.28,450,Shangdi
58.7,760,Shangdi
95.32,408,Shangdi
104,996,Shangdi
69,545,Shangdi
43.3,760,Shangdi
191.63,1398,Shangdi
102.06,790,Shangdi
166.63,918,Shangdi
133.81,1190,Shangdi
93.74,1150,Shangdi
95.67,1000,Shangdi
102.67,899,Shangdi
145.23,1650,Shangdi
112.8,1100,Shangdi
80.4,988,Shangdi
109,970,Shangdi
44.28,450,Shangdi
92.92,780,Shangdi
150.73,1320,Shangdi
66.06,635,Shangdi
94.08,799,Shangdi
41.69,420,Shangdi
248,1750,Shangdi
57.83,410,Shangdi
61.88,779,Shangdi
142.88,990,Shangdi
121.9,1298,Shangdi
70.44,937,Shangdi
150.98,1380,Shangdi
151,1700,Shangdi
57.57,415,Shangdi
44.37,460,Shangdi
57.57,515,Shangdi
68.69,245,Shangdi
122.11,999,Shangdi
48.3,659,Shangdi
139.46,1180,Shangdi
121.9,1350,Shangdi
76.8,996,Shangdi
88.39,408,Shangdi
85.7,1090,Shangdi
104,830,Shangdi
111.69,855,Shangdi
63.5,765,Shangdi
