m2,price,location
96.85,660,Xisanqi
86.82,525,Xisanqi
54.3,360,Xisanqi
140.4,530,Xisanqi
195.53,838,Xisanqi
88.68,302,Xisanqi
69.2,339,Xisanqi
63.1,500,Xisanqi
153.77,1000,Xisanqi
100.4,510,Xisanqi
86.65,526,Xisanqi
41.66,280,Xisanqi
119.61,520,Xisanqi
88.9,550,Xisanqi
45.62,330,Xisanqi
63.1,263,Xisanqi
100.13,580,Xisanqi
63.47,425,Xisanqi
97.92,530,Xisanqi
243.61,1600,Xisanqi
80.85,490,Xisanqi
105.26,523,Xisanqi
79.25,415,Xisanqi
130.19,798,Xisanqi
54.17,285,Xisanqi
73.27,330,Xisanqi
147.94,598,Xisanqi
126.94,530,Xisanqi
59.96,299,Xisanqi
61.8,240,Xisanqi
94.95,898,Xisanqi
319.14,2280,Xisanqi
114.46,445,Xisanqi
126.38,460,Xisanqi
63.1,410,Xisanqi
98.41,568,Xisanqi
238.74,1700,Xisanqi
62.6,445,Xisanqi
59.69,276,Xisanqi
62.21,280,Xisanqi
176.13,1250,Xisanqi
147.11,899,Xisanqi
82.49,415,Xisanqi
59.69,246,Xisanqi
47.14,225,Xisanqi
86.46,423,Xisanqi
75.5,478,Xisanqi
81.6,385,Xisanqi
81.78,420,Xisanqi
89.63,520,Xisanqi
132.93,645,Xisanqi
82.87,380,Xisanqi
66.71,345,Xisanqi
51.6,358,Xisanqi
71.35,310,Xisanqi
71.34,305,Xisanqi
47.3,350,Xisanqi
90.65,568,Xisanqi
63.1,299,Xisanqi
77.42,419,Xisanqi
83.73,535,Xisanqi
110.98,550,Xisanqi
67.27,460,Xisanqi
161.47,978,Xisanqi
59.4,445,Xisanqi
66.87,330,Xisanqi
134.8,536,Xisanqi
66.87,315,Xisanqi
46.15,280,Xisanqi
140.81,520,Xisanqi
47.3,375,Xisanqi
70.26,275,Xisanqi
44.3,240,Xisanqi
88.24,348,Xisanqi
76.42,365,Xisanqi
51.6,355,Xisanqi
60.9,298,Xisanqi
53.13,400,Xisanqi
181.23,668,Xisanqi
84,415,Xisanqi
53.46,285,Xisanqi
85.97,498,Xisanqi
58.04,270,Xisanqi
89.65,355,Xisanqi
97.73,529,Xisanqi
76.7,420,Xisanqi
88.76,380,Xisanqi
69.1,290,Xisanqi
53.9,260,Xisanqi
70.12,280,Xisanqi
69.7,465,Xisanqi
41.66,280,Xisanqi
63.19,245,Xisanqi
89.31,370,Xisanqi
63.47,425,Xisanqi
206.89,1638,Xisanqi
126.38,460,Xisanqi
94.15,338,Xisanqi
86.65,555,Xisanqi
262.68,2100,Xisanqi
59.69,276,Xisanqi
81.6,385,Xisanqi
147.55,560,Xisanqi
51.6,358,Xisanqi
151.77,1050,Xisanqi
157.39,1215,Xisanqi
147.55,645,Xisanqi
60.8,315,Xisanqi
110.16,550,Xisanqi
90.13,745,Xisanqi
58.14,280,Xisanqi
147.6,1080,Xisanqi
55.9,205,Xisanqi
76.59,612,Xisanqi
63.48,398,Xisanqi
109.1,560,Xisanqi
86.18,550,Xisanqi
88.68,282,Xisanqi
130.47,596,Xisanqi
101.62,610,Xisanqi
96.42,445,Xisanqi
69.72,399,Xisanqi
79.67,440,Xisanqi
76.59,488,Xisanqi
102.6,630,Xisanqi
56.9,271,Xisanqi
85.22,450,Xisanqi
93.56,645,Xisanqi
90.57,450,Xisanqi
54.6,275,Xisanqi
