m2,price,location
107.71,1168,Qinghe
94.23,769,Qinghe
102.68,1030,Qinghe
66.61,350,Qinghe
104.17,810,Qinghe
60.39,439,Qinghe
143.69,1260,Qinghe
100.41,1059,Qinghe
103.28,630,Qinghe
160.07,2100,Qinghe
91.23,940,Qinghe
88.63,880,Qinghe
53.31,530,Qinghe
50,290,Qinghe
98.02,1090,Qinghe
97.86,730,Qinghe
99,970,Qinghe
99.6,590,Qinghe
117.81,799,Qinghe
51.14,519,Qinghe
70.41,410,Qinghe
156.22,1560,Qinghe
237.7,2860,Qinghe
238.19,2105,Qinghe
138.19,1390,Qinghe
87.92,880,Qinghe
70.77,705,Qinghe
162.09,1540,Qinghe
72.66,680,Qinghe
87.27,1080,Qinghe
64.39,490,Qinghe
331.18,4180,Qinghe
156.22,1560,Qinghe
59.61,319,Qinghe
162.21,1190,Qinghe
144.37,1880,Qinghe
110.02,630,Qinghe
119,1199,Qinghe
89.4,750,Qinghe
195.19,2450,Qinghe
158.9,1535,Qinghe
192,2250,Qinghe
156.52,1850,Qinghe
71.43,750,Qinghe
98.04,599,Qinghe
88.59,670,Qinghe
176.91,820,Qinghe
87,713,Qinghe
93.95,628,Qinghe
99.93,900,Qinghe
88.54,1290,Qinghe
239.19,2880,Qinghe
70.77,705,Qinghe
53.31,560,Qinghe
85.56,490,Qinghe
238.69,3300,Qinghe
100.41,1059,Qinghe
60,390,Qinghe
142.72,820,Qinghe
99.6,590,Qinghe
81.23,790,Qinghe
